rank,count,frequency,subset,approach
168,71,0.9466666666666667,test,after-conv13-msr
169,71,0.9466666666666667,test,after-conv13-msr
170,71,0.9466666666666667,test,after-conv13-msr
171,71,0.9466666666666667,test,after-conv13-msr
172,71,0.9466666666666667,test,after-conv13-msr
173,71,0.9466666666666667,test,after-conv13-msr
174,71,0.9466666666666667,test,after-conv13-msr
175,72,0.96,test,after-conv13-msr
176,72,0.96,test,after-conv13-msr
177,72,0.96,test,after-conv13-msr
178,72,0.96,test,after-conv13-msr
179,72,0.96,test,after-conv13-msr
180,72,0.96,test,after-conv13-msr
181,72,0.96,test,after-conv13-msr
182,72,0.96,test,after-conv13-msr
183,72,0.96,test,after-conv13-msr
184,72,0.96,test,after-conv13-msr
185,72,0.96,test,after-conv13-msr
186,72,0.96,test,after-conv13-msr
187,72,0.96,test,after-conv13-msr
188,72,0.96,test,after-conv13-msr
189,72,0.96,test,after-conv13-msr
190,72,0.96,test,after-conv13-msr
191,72,0.96,test,after-conv13-msr
192,72,0.96,test,after-conv13-msr
193,72,0.96,test,after-conv13-msr
194,72,0.96,test,after-conv13-msr
195,72,0.96,test,after-conv13-msr
196,72,0.96,test,after-conv13-msr
197,72,0.96,test,after-conv13-msr
198,72,0.96,test,after-conv13-msr
199,72,0.96,test,after-conv13-msr
200,72,0.96,test,after-conv13-msr
201,72,0.96,test,after-conv13-msr
202,72,0.96,test,after-conv13-msr
203,72,0.96,test,after-conv13-msr
204,72,0.96,test,after-conv13-msr
205,72,0.96,test,after-conv13-msr
206,72,0.96,test,after-conv13-msr
207,72,0.96,test,after-conv13-msr
208,72,0.96,test,after-conv13-msr
209,72,0.96,test,after-conv13-msr
210,72,0.96,test,after-conv13-msr
211,72,0.96,test,after-conv13-msr
212,72,0.96,test,after-conv13-msr
213,72,0.96,test,after-conv13-msr
214,72,0.96,test,after-conv13-msr
215,73,0.9733333333333334,test,after-conv13-msr
216,73,0.9733333333333334,test,after-conv13-msr
217,73,0.9733333333333334,test,after-conv13-msr
218,73,0.9733333333333334,test,after-conv13-msr
219,73,0.9733333333333334,test,after-conv13-msr
220,73,0.9733333333333334,test,after-conv13-msr
221,73,0.9733333333333334,test,after-conv13-msr
222,73,0.9733333333333334,test,after-conv13-msr
223,73,0.9733333333333334,test,after-conv13-msr
224,73,0.9733333333333334,test,after-conv13-msr
225,73,0.9733333333333334,test,after-conv13-msr
226,73,0.9733333333333334,test,after-conv13-msr
227,73,0.9733333333333334,test,after-conv13-msr
228,73,0.9733333333333334,test,after-conv13-msr
229,74,0.9866666666666667,test,after-conv13-msr
230,74,0.9866666666666667,test,after-conv13-msr
231,74,0.9866666666666667,test,after-conv13-msr
232,74,0.9866666666666667,test,after-conv13-msr
233,74,0.9866666666666667,test,after-conv13-msr
234,74,0.9866666666666667,test,after-conv13-msr
235,74,0.9866666666666667,test,after-conv13-msr
236,74,0.9866666666666667,test,after-conv13-msr
237,74,0.9866666666666667,test,after-conv13-msr
238,74,0.9866666666666667,test,after-conv13-msr
239,74,0.9866666666666667,test,after-conv13-msr
240,74,0.9866666666666667,test,after-conv13-msr
241,74,0.9866666666666667,test,after-conv13-msr
242,74,0.9866666666666667,test,after-conv13-msr
243,74,0.9866666666666667,test,after-conv13-msr
244,74,0.9866666666666667,test,after-conv13-msr
245,74,0.9866666666666667,test,after-conv13-msr
246,74,0.9866666666666667,test,after-conv13-msr
247,74,0.9866666666666667,test,after-conv13-msr
248,74,0.9866666666666667,test,after-conv13-msr
249,74,0.9866666666666667,test,after-conv13-msr
250,74,0.9866666666666667,test,after-conv13-msr
251,74,0.9866666666666667,test,after-conv13-msr
252,74,0.9866666666666667,test,after-conv13-msr
253,74,0.9866666666666667,test,after-conv13-msr
254,74,0.9866666666666667,test,after-conv13-msr
255,74,0.9866666666666667,test,after-conv13-msr
256,74,0.9866666666666667,test,after-conv13-msr
257,74,0.9866666666666667,test,after-conv13-msr
258,74,0.9866666666666667,test,after-conv13-msr
259,74,0.9866666666666667,test,after-conv13-msr
260,74,0.9866666666666667,test,after-conv13-msr
261,74,0.9866666666666667,test,after-conv13-msr
262,74,0.9866666666666667,test,after-conv13-msr
263,74,0.9866666666666667,test,after-conv13-msr
264,74,0.9866666666666667,test,after-conv13-msr
265,74,0.9866666666666667,test,after-conv13-msr
266,74,0.9866666666666667,test,after-conv13-msr
267,74,0.9866666666666667,test,after-conv13-msr
268,74,0.9866666666666667,test,after-conv13-msr
269,74,0.9866666666666667,test,after-conv13-msr
270,74,0.9866666666666667,test,after-conv13-msr
271,74,0.9866666666666667,test,after-conv13-msr
272,74,0.9866666666666667,test,after-conv13-msr
273,74,0.9866666666666667,test,after-conv13-msr
274,74,0.9866666666666667,test,after-conv13-msr
275,74,0.9866666666666667,test,after-conv13-msr
276,74,0.9866666666666667,test,after-conv13-msr
277,74,0.9866666666666667,test,after-conv13-msr
278,74,0.9866666666666667,test,after-conv13-msr
279,74,0.9866666666666667,test,after-conv13-msr
280,75,1.0,test,after-conv13-msr
281,75,1.0,test,after-conv13-msr
282,75,1.0,test,after-conv13-msr
283,75,1.0,test,after-conv13-msr
284,75,1.0,test,after-conv13-msr
285,75,1.0,test,after-conv13-msr
286,75,1.0,test,after-conv13-msr
287,75,1.0,test,after-conv13-msr
288,75,1.0,test,after-conv13-msr
289,75,1.0,test,after-conv13-msr
290,75,1.0,test,after-conv13-msr
291,75,1.0,test,after-conv13-msr
292,75,1.0,test,after-conv13-msr
293,75,1.0,test,after-conv13-msr
294,75,1.0,test,after-conv13-msr
295,75,1.0,test,after-conv13-msr
296,75,1.0,test,after-conv13-msr
297,75,1.0,test,after-conv13-msr
298,75,1.0,test,after-conv13-msr
299,75,1.0,test,after-conv13-msr
300,75,1.0,test,after-conv13-msr
301,75,1.0,test,after-conv13-msr
302,75,1.0,test,after-conv13-msr
303,75,1.0,test,after-conv13-msr
304,75,1.0,test,after-conv13-msr
305,75,1.0,test,after-conv13-msr
306,75,1.0,test,after-conv13-msr
307,75,1.0,test,after-conv13-msr
308,75,1.0,test,after-conv13-msr
309,75,1.0,test,after-conv13-msr
310,75,1.0,test,after-conv13-msr
311,75,1.0,test,after-conv13-msr
312,75,1.0,test,after-conv13-msr
313,75,1.0,test,after-conv13-msr
314,75,1.0,test,after-conv13-msr
315,75,1.0,test,after-conv13-msr
316,75,1.0,test,after-conv13-msr
317,75,1.0,test,after-conv13-msr
318,75,1.0,test,after-conv13-msr
319,75,1.0,test,after-conv13-msr
320,75,1.0,test,after-conv13-msr
321,75,1.0,test,after-conv13-msr
322,75,1.0,test,after-conv13-msr
323,75,1.0,test,after-conv13-msr
324,75,1.0,test,after-conv13-msr
325,75,1.0,test,after-conv13-msr
326,75,1.0,test,after-conv13-msr
327,75,1.0,test,after-conv13-msr
328,75,1.0,test,after-conv13-msr
329,75,1.0,test,after-conv13-msr
330,75,1.0,test,after-conv13-msr
331,75,1.0,test,after-conv13-msr
332,75,1.0,test,after-conv13-msr
333,75,1.0,test,after-conv13-msr
334,75,1.0,test,after-conv13-msr
335,75,1.0,test,after-conv13-msr
336,75,1.0,test,after-conv13-msr
337,75,1.0,test,after-conv13-msr
338,75,1.0,test,after-conv13-msr
339,75,1.0,test,after-conv13-msr
340,75,1.0,test,after-conv13-msr
341,75,1.0,test,after-conv13-msr
342,75,1.0,test,after-conv13-msr
343,75,1.0,test,after-conv13-msr
344,75,1.0,test,after-conv13-msr
345,75,1.0,test,after-conv13-msr
346,75,1.0,test,after-conv13-msr
347,75,1.0,test,after-conv13-msr
348,75,1.0,test,after-conv13-msr
349,75,1.0,test,after-conv13-msr
350,75,1.0,test,after-conv13-msr
351,75,1.0,test,after-conv13-msr
352,75,1.0,test,after-conv13-msr
353,75,1.0,test,after-conv13-msr
354,75,1.0,test,after-conv13-msr
355,75,1.0,test,after-conv13-msr
356,75,1.0,test,after-conv13-msr
357,75,1.0,test,after-conv13-msr
358,75,1.0,test,after-conv13-msr
359,75,1.0,test,after-conv13-msr
360,75,1.0,test,after-conv13-msr
361,75,1.0,test,after-conv13-msr
362,75,1.0,test,after-conv13-msr
363,75,1.0,test,after-conv13-msr
364,75,1.0,test,after-conv13-msr
365,75,1.0,test,after-conv13-msr
366,75,1.0,test,after-conv13-msr
367,75,1.0,test,after-conv13-msr
368,75,1.0,test,after-conv13-msr
369,75,1.0,test,after-conv13-msr
370,75,1.0,test,after-conv13-msr
371,75,1.0,test,after-conv13-msr
372,75,1.0,test,after-conv13-msr
373,75,1.0,test,after-conv13-msr
374,75,1.0,test,after-conv13-msr
375,75,1.0,test,after-conv13-msr
376,75,1.0,test,after-conv13-msr
377,75,1.0,test,after-conv13-msr
378,75,1.0,test,after-conv13-msr
379,75,1.0,test,after-conv13-msr
380,75,1.0,test,after-conv13-msr
381,75,1.0,test,after-conv13-msr
382,75,1.0,test,after-conv13-msr
383,75,1.0,test,after-conv13-msr
384,75,1.0,test,after-conv13-msr
385,75,1.0,test,after-conv13-msr
386,75,1.0,test,after-conv13-msr
387,75,1.0,test,after-conv13-msr
388,75,1.0,test,after-conv13-msr
389,75,1.0,test,after-conv13-msr
390,75,1.0,test,after-conv13-msr
391,75,1.0,test,after-conv13-msr
392,75,1.0,test,after-conv13-msr
393,75,1.0,test,after-conv13-msr
394,75,1.0,test,after-conv13-msr
395,75,1.0,test,after-conv13-msr
396,75,1.0,test,after-conv13-msr
397,75,1.0,test,after-conv13-msr
398,75,1.0,test,after-conv13-msr
399,75,1.0,test,after-conv13-msr
400,75,1.0,test,after-conv13-msr
401,75,1.0,test,after-conv13-msr
402,75,1.0,test,after-conv13-msr
403,75,1.0,test,after-conv13-msr
404,75,1.0,test,after-conv13-msr
405,75,1.0,test,after-conv13-msr
406,75,1.0,test,after-conv13-msr
407,75,1.0,test,after-conv13-msr
408,75,1.0,test,after-conv13-msr
409,75,1.0,test,after-conv13-msr
410,75,1.0,test,after-conv13-msr
411,75,1.0,test,after-conv13-msr
412,75,1.0,test,after-conv13-msr
413,75,1.0,test,after-conv13-msr
414,75,1.0,test,after-conv13-msr
415,75,1.0,test,after-conv13-msr
416,75,1.0,test,after-conv13-msr
417,75,1.0,test,after-conv13-msr
418,75,1.0,test,after-conv13-msr
419,75,1.0,test,after-conv13-msr
420,75,1.0,test,after-conv13-msr
421,75,1.0,test,after-conv13-msr
422,75,1.0,test,after-conv13-msr
423,75,1.0,test,after-conv13-msr
424,75,1.0,test,after-conv13-msr
425,75,1.0,test,after-conv13-msr
426,75,1.0,test,after-conv13-msr
427,75,1.0,test,after-conv13-msr
428,75,1.0,test,after-conv13-msr
429,75,1.0,test,after-conv13-msr
430,75,1.0,test,after-conv13-msr
431,75,1.0,test,after-conv13-msr
432,75,1.0,test,after-conv13-msr
1,2,0.023255813953488372,ident,after-conv13-msr
2,3,0.03488372093023256,ident,after-conv13-msr
3,3,0.03488372093023256,ident,after-conv13-msr
4,4,0.046511627906976744,ident,after-conv13-msr
5,4,0.046511627906976744,ident,after-conv13-msr
6,5,0.05813953488372093,ident,after-conv13-msr
7,5,0.05813953488372093,ident,after-conv13-msr
8,7,0.08139534883720931,ident,after-conv13-msr
9,7,0.08139534883720931,ident,after-conv13-msr
10,8,0.09302325581395349,ident,after-conv13-msr
11,8,0.09302325581395349,ident,after-conv13-msr
12,10,0.11627906976744186,ident,after-conv13-msr
13,10,0.11627906976744186,ident,after-conv13-msr
14,11,0.12790697674418605,ident,after-conv13-msr
15,11,0.12790697674418605,ident,after-conv13-msr
16,11,0.12790697674418605,ident,after-conv13-msr
17,11,0.12790697674418605,ident,after-conv13-msr
18,12,0.13953488372093023,ident,after-conv13-msr
19,12,0.13953488372093023,ident,after-conv13-msr
20,12,0.13953488372093023,ident,after-conv13-msr
21,12,0.13953488372093023,ident,after-conv13-msr
22,13,0.1511627906976744,ident,after-conv13-msr
23,13,0.1511627906976744,ident,after-conv13-msr
24,13,0.1511627906976744,ident,after-conv13-msr
25,13,0.1511627906976744,ident,after-conv13-msr
26,14,0.16279069767441862,ident,after-conv13-msr
27,15,0.1744186046511628,ident,after-conv13-msr
28,15,0.1744186046511628,ident,after-conv13-msr
29,15,0.1744186046511628,ident,after-conv13-msr
30,15,0.1744186046511628,ident,after-conv13-msr
31,15,0.1744186046511628,ident,after-conv13-msr
32,16,0.18604651162790697,ident,after-conv13-msr
33,16,0.18604651162790697,ident,after-conv13-msr
34,18,0.20930232558139536,ident,after-conv13-msr
35,19,0.22093023255813954,ident,after-conv13-msr
36,19,0.22093023255813954,ident,after-conv13-msr
37,20,0.23255813953488372,ident,after-conv13-msr
38,21,0.2441860465116279,ident,after-conv13-msr
39,21,0.2441860465116279,ident,after-conv13-msr
40,21,0.2441860465116279,ident,after-conv13-msr
41,21,0.2441860465116279,ident,after-conv13-msr
42,21,0.2441860465116279,ident,after-conv13-msr
43,21,0.2441860465116279,ident,after-conv13-msr
44,21,0.2441860465116279,ident,after-conv13-msr
45,21,0.2441860465116279,ident,after-conv13-msr
46,21,0.2441860465116279,ident,after-conv13-msr
47,21,0.2441860465116279,ident,after-conv13-msr
48,22,0.2558139534883721,ident,after-conv13-msr
49,22,0.2558139534883721,ident,after-conv13-msr
50,23,0.26744186046511625,ident,after-conv13-msr
51,23,0.26744186046511625,ident,after-conv13-msr
52,23,0.26744186046511625,ident,after-conv13-msr
53,23,0.26744186046511625,ident,after-conv13-msr
54,23,0.26744186046511625,ident,after-conv13-msr
55,24,0.27906976744186046,ident,after-conv13-msr
56,24,0.27906976744186046,ident,after-conv13-msr
57,24,0.27906976744186046,ident,after-conv13-msr
58,24,0.27906976744186046,ident,after-conv13-msr
59,25,0.29069767441860467,ident,after-conv13-msr
60,25,0.29069767441860467,ident,after-conv13-msr
61,25,0.29069767441860467,ident,after-conv13-msr
62,25,0.29069767441860467,ident,after-conv13-msr
63,26,0.3023255813953488,ident,after-conv13-msr
64,26,0.3023255813953488,ident,after-conv13-msr
65,26,0.3023255813953488,ident,after-conv13-msr
66,27,0.313953488372093,ident,after-conv13-msr
67,28,0.32558139534883723,ident,after-conv13-msr
68,28,0.32558139534883723,ident,after-conv13-msr
69,28,0.32558139534883723,ident,after-conv13-msr
70,28,0.32558139534883723,ident,after-conv13-msr
71,28,0.32558139534883723,ident,after-conv13-msr
72,28,0.32558139534883723,ident,after-conv13-msr
73,31,0.36046511627906974,ident,after-conv13-msr
74,31,0.36046511627906974,ident,after-conv13-msr
75,31,0.36046511627906974,ident,after-conv13-msr
76,31,0.36046511627906974,ident,after-conv13-msr
77,31,0.36046511627906974,ident,after-conv13-msr
78,32,0.37209302325581395,ident,after-conv13-msr
79,33,0.38372093023255816,ident,after-conv13-msr
80,33,0.38372093023255816,ident,after-conv13-msr
81,33,0.38372093023255816,ident,after-conv13-msr
82,33,0.38372093023255816,ident,after-conv13-msr
83,33,0.38372093023255816,ident,after-conv13-msr
84,33,0.38372093023255816,ident,after-conv13-msr
85,33,0.38372093023255816,ident,after-conv13-msr
86,33,0.38372093023255816,ident,after-conv13-msr
87,33,0.38372093023255816,ident,after-conv13-msr
88,33,0.38372093023255816,ident,after-conv13-msr
89,33,0.38372093023255816,ident,after-conv13-msr
90,33,0.38372093023255816,ident,after-conv13-msr
91,35,0.4069767441860465,ident,after-conv13-msr
92,35,0.4069767441860465,ident,after-conv13-msr
93,35,0.4069767441860465,ident,after-conv13-msr
94,35,0.4069767441860465,ident,after-conv13-msr
95,35,0.4069767441860465,ident,after-conv13-msr
96,35,0.4069767441860465,ident,after-conv13-msr
97,36,0.4186046511627907,ident,after-conv13-msr
98,36,0.4186046511627907,ident,after-conv13-msr
99,36,0.4186046511627907,ident,after-conv13-msr
100,36,0.4186046511627907,ident,after-conv13-msr
101,37,0.43023255813953487,ident,after-conv13-msr
102,37,0.43023255813953487,ident,after-conv13-msr
103,37,0.43023255813953487,ident,after-conv13-msr
104,37,0.43023255813953487,ident,after-conv13-msr
105,37,0.43023255813953487,ident,after-conv13-msr
106,37,0.43023255813953487,ident,after-conv13-msr
107,38,0.4418604651162791,ident,after-conv13-msr
108,38,0.4418604651162791,ident,after-conv13-msr
109,39,0.45348837209302323,ident,after-conv13-msr
110,39,0.45348837209302323,ident,after-conv13-msr
111,39,0.45348837209302323,ident,after-conv13-msr
112,39,0.45348837209302323,ident,after-conv13-msr
113,40,0.46511627906976744,ident,after-conv13-msr
114,40,0.46511627906976744,ident,after-conv13-msr
115,40,0.46511627906976744,ident,after-conv13-msr
116,40,0.46511627906976744,ident,after-conv13-msr
117,40,0.46511627906976744,ident,after-conv13-msr
118,40,0.46511627906976744,ident,after-conv13-msr
119,40,0.46511627906976744,ident,after-conv13-msr
120,40,0.46511627906976744,ident,after-conv13-msr
121,41,0.47674418604651164,ident,after-conv13-msr
122,41,0.47674418604651164,ident,after-conv13-msr
123,41,0.47674418604651164,ident,after-conv13-msr
124,41,0.47674418604651164,ident,after-conv13-msr
125,42,0.4883720930232558,ident,after-conv13-msr
126,43,0.5,ident,after-conv13-msr
127,43,0.5,ident,after-conv13-msr
128,43,0.5,ident,after-conv13-msr
129,43,0.5,ident,after-conv13-msr
130,45,0.5232558139534884,ident,after-conv13-msr
131,45,0.5232558139534884,ident,after-conv13-msr
132,45,0.5232558139534884,ident,after-conv13-msr
133,46,0.5348837209302325,ident,after-conv13-msr
134,46,0.5348837209302325,ident,after-conv13-msr
135,47,0.5465116279069767,ident,after-conv13-msr
136,47,0.5465116279069767,ident,after-conv13-msr
137,47,0.5465116279069767,ident,after-conv13-msr
138,47,0.5465116279069767,ident,after-conv13-msr
139,47,0.5465116279069767,ident,after-conv13-msr
140,47,0.5465116279069767,ident,after-conv13-msr
141,47,0.5465116279069767,ident,after-conv13-msr
142,47,0.5465116279069767,ident,after-conv13-msr
143,47,0.5465116279069767,ident,after-conv13-msr
144,47,0.5465116279069767,ident,after-conv13-msr
145,47,0.5465116279069767,ident,after-conv13-msr
146,47,0.5465116279069767,ident,after-conv13-msr
147,47,0.5465116279069767,ident,after-conv13-msr
148,47,0.5465116279069767,ident,after-conv13-msr
149,47,0.5465116279069767,ident,after-conv13-msr
150,47,0.5465116279069767,ident,after-conv13-msr
151,47,0.5465116279069767,ident,after-conv13-msr
152,47,0.5465116279069767,ident,after-conv13-msr
153,47,0.5465116279069767,ident,after-conv13-msr
154,47,0.5465116279069767,ident,after-conv13-msr
155,47,0.5465116279069767,ident,after-conv13-msr
156,47,0.5465116279069767,ident,after-conv13-msr
157,47,0.5465116279069767,ident,after-conv13-msr
158,47,0.5465116279069767,ident,after-conv13-msr
159,47,0.5465116279069767,ident,after-conv13-msr
160,47,0.5465116279069767,ident,after-conv13-msr
161,47,0.5465116279069767,ident,after-conv13-msr
162,47,0.5465116279069767,ident,after-conv13-msr
163,47,0.5465116279069767,ident,after-conv13-msr
164,48,0.5581395348837209,ident,after-conv13-msr
165,49,0.5697674418604651,ident,after-conv13-msr
166,49,0.5697674418604651,ident,after-conv13-msr
167,49,0.5697674418604651,ident,after-conv13-msr
168,49,0.5697674418604651,ident,after-conv13-msr
169,49,0.5697674418604651,ident,after-conv13-msr
170,50,0.5813953488372093,ident,after-conv13-msr
171,50,0.5813953488372093,ident,after-conv13-msr
172,50,0.5813953488372093,ident,after-conv13-msr
173,51,0.5930232558139535,ident,after-conv13-msr
174,51,0.5930232558139535,ident,after-conv13-msr
175,51,0.5930232558139535,ident,after-conv13-msr
176,51,0.5930232558139535,ident,after-conv13-msr
177,51,0.5930232558139535,ident,after-conv13-msr
178,51,0.5930232558139535,ident,after-conv13-msr
179,51,0.5930232558139535,ident,after-conv13-msr
180,52,0.6046511627906976,ident,after-conv13-msr
181,52,0.6046511627906976,ident,after-conv13-msr
182,52,0.6046511627906976,ident,after-conv13-msr
183,52,0.6046511627906976,ident,after-conv13-msr
184,52,0.6046511627906976,ident,after-conv13-msr
185,53,0.6162790697674418,ident,after-conv13-msr
186,53,0.6162790697674418,ident,after-conv13-msr
187,54,0.627906976744186,ident,after-conv13-msr
188,55,0.6395348837209303,ident,after-conv13-msr
189,55,0.6395348837209303,ident,after-conv13-msr
190,55,0.6395348837209303,ident,after-conv13-msr
191,55,0.6395348837209303,ident,after-conv13-msr
192,57,0.6627906976744186,ident,after-conv13-msr
193,57,0.6627906976744186,ident,after-conv13-msr
194,57,0.6627906976744186,ident,after-conv13-msr
195,57,0.6627906976744186,ident,after-conv13-msr
196,57,0.6627906976744186,ident,after-conv13-msr
197,57,0.6627906976744186,ident,after-conv13-msr
198,57,0.6627906976744186,ident,after-conv13-msr
199,57,0.6627906976744186,ident,after-conv13-msr
200,57,0.6627906976744186,ident,after-conv13-msr
201,57,0.6627906976744186,ident,after-conv13-msr
202,57,0.6627906976744186,ident,after-conv13-msr
203,57,0.6627906976744186,ident,after-conv13-msr
204,57,0.6627906976744186,ident,after-conv13-msr
205,57,0.6627906976744186,ident,after-conv13-msr
206,57,0.6627906976744186,ident,after-conv13-msr
207,58,0.6744186046511628,ident,after-conv13-msr
208,58,0.6744186046511628,ident,after-conv13-msr
209,58,0.6744186046511628,ident,after-conv13-msr
210,58,0.6744186046511628,ident,after-conv13-msr
211,58,0.6744186046511628,ident,after-conv13-msr
212,58,0.6744186046511628,ident,after-conv13-msr
213,58,0.6744186046511628,ident,after-conv13-msr
214,58,0.6744186046511628,ident,after-conv13-msr
215,58,0.6744186046511628,ident,after-conv13-msr
216,58,0.6744186046511628,ident,after-conv13-msr
217,58,0.6744186046511628,ident,after-conv13-msr
218,59,0.686046511627907,ident,after-conv13-msr
219,59,0.686046511627907,ident,after-conv13-msr
220,59,0.686046511627907,ident,after-conv13-msr
221,59,0.686046511627907,ident,after-conv13-msr
222,59,0.686046511627907,ident,after-conv13-msr
223,59,0.686046511627907,ident,after-conv13-msr
224,59,0.686046511627907,ident,after-conv13-msr
225,59,0.686046511627907,ident,after-conv13-msr
226,59,0.686046511627907,ident,after-conv13-msr
227,59,0.686046511627907,ident,after-conv13-msr
228,59,0.686046511627907,ident,after-conv13-msr
229,60,0.6976744186046512,ident,after-conv13-msr
230,60,0.6976744186046512,ident,after-conv13-msr
231,60,0.6976744186046512,ident,after-conv13-msr
232,60,0.6976744186046512,ident,after-conv13-msr
233,60,0.6976744186046512,ident,after-conv13-msr
234,60,0.6976744186046512,ident,after-conv13-msr
235,61,0.7093023255813954,ident,after-conv13-msr
236,61,0.7093023255813954,ident,after-conv13-msr
237,61,0.7093023255813954,ident,after-conv13-msr
238,61,0.7093023255813954,ident,after-conv13-msr
239,61,0.7093023255813954,ident,after-conv13-msr
240,62,0.7209302325581395,ident,after-conv13-msr
241,62,0.7209302325581395,ident,after-conv13-msr
242,62,0.7209302325581395,ident,after-conv13-msr
243,62,0.7209302325581395,ident,after-conv13-msr
244,63,0.7325581395348837,ident,after-conv13-msr
245,63,0.7325581395348837,ident,after-conv13-msr
246,63,0.7325581395348837,ident,after-conv13-msr
247,63,0.7325581395348837,ident,after-conv13-msr
248,63,0.7325581395348837,ident,after-conv13-msr
249,63,0.7325581395348837,ident,after-conv13-msr
250,64,0.7441860465116279,ident,after-conv13-msr
251,64,0.7441860465116279,ident,after-conv13-msr
252,65,0.7558139534883721,ident,after-conv13-msr
253,65,0.7558139534883721,ident,after-conv13-msr
254,65,0.7558139534883721,ident,after-conv13-msr
255,65,0.7558139534883721,ident,after-conv13-msr
256,65,0.7558139534883721,ident,after-conv13-msr
257,66,0.7674418604651163,ident,after-conv13-msr
258,67,0.7790697674418605,ident,after-conv13-msr
259,67,0.7790697674418605,ident,after-conv13-msr
260,68,0.7906976744186046,ident,after-conv13-msr
261,68,0.7906976744186046,ident,after-conv13-msr
262,68,0.7906976744186046,ident,after-conv13-msr
263,68,0.7906976744186046,ident,after-conv13-msr
264,68,0.7906976744186046,ident,after-conv13-msr
265,68,0.7906976744186046,ident,after-conv13-msr
266,68,0.7906976744186046,ident,after-conv13-msr
267,68,0.7906976744186046,ident,after-conv13-msr
268,68,0.7906976744186046,ident,after-conv13-msr
269,68,0.7906976744186046,ident,after-conv13-msr
270,68,0.7906976744186046,ident,after-conv13-msr
271,68,0.7906976744186046,ident,after-conv13-msr
272,68,0.7906976744186046,ident,after-conv13-msr
273,68,0.7906976744186046,ident,after-conv13-msr
274,68,0.7906976744186046,ident,after-conv13-msr
275,68,0.7906976744186046,ident,after-conv13-msr
276,68,0.7906976744186046,ident,after-conv13-msr
277,68,0.7906976744186046,ident,after-conv13-msr
278,68,0.7906976744186046,ident,after-conv13-msr
279,68,0.7906976744186046,ident,after-conv13-msr
280,69,0.8023255813953488,ident,after-conv13-msr
281,69,0.8023255813953488,ident,after-conv13-msr
282,69,0.8023255813953488,ident,after-conv13-msr
283,69,0.8023255813953488,ident,after-conv13-msr
284,69,0.8023255813953488,ident,after-conv13-msr
285,70,0.813953488372093,ident,after-conv13-msr
286,70,0.813953488372093,ident,after-conv13-msr
287,70,0.813953488372093,ident,after-conv13-msr
288,70,0.813953488372093,ident,after-conv13-msr
289,70,0.813953488372093,ident,after-conv13-msr
290,70,0.813953488372093,ident,after-conv13-msr
291,70,0.813953488372093,ident,after-conv13-msr
292,70,0.813953488372093,ident,after-conv13-msr
293,70,0.813953488372093,ident,after-conv13-msr
294,71,0.8255813953488372,ident,after-conv13-msr
295,71,0.8255813953488372,ident,after-conv13-msr
296,72,0.8372093023255814,ident,after-conv13-msr
297,72,0.8372093023255814,ident,after-conv13-msr
298,72,0.8372093023255814,ident,after-conv13-msr
299,72,0.8372093023255814,ident,after-conv13-msr
300,72,0.8372093023255814,ident,after-conv13-msr
301,72,0.8372093023255814,ident,after-conv13-msr
302,72,0.8372093023255814,ident,after-conv13-msr
303,72,0.8372093023255814,ident,after-conv13-msr
304,72,0.8372093023255814,ident,after-conv13-msr
305,72,0.8372093023255814,ident,after-conv13-msr
306,72,0.8372093023255814,ident,after-conv13-msr
307,72,0.8372093023255814,ident,after-conv13-msr
308,72,0.8372093023255814,ident,after-conv13-msr
309,72,0.8372093023255814,ident,after-conv13-msr
310,72,0.8372093023255814,ident,after-conv13-msr
311,72,0.8372093023255814,ident,after-conv13-msr
312,73,0.8488372093023255,ident,after-conv13-msr
313,74,0.8604651162790697,ident,after-conv13-msr
314,74,0.8604651162790697,ident,after-conv13-msr
315,74,0.8604651162790697,ident,after-conv13-msr
316,74,0.8604651162790697,ident,after-conv13-msr
317,74,0.8604651162790697,ident,after-conv13-msr
318,74,0.8604651162790697,ident,after-conv13-msr
319,74,0.8604651162790697,ident,after-conv13-msr
320,74,0.8604651162790697,ident,after-conv13-msr
321,74,0.8604651162790697,ident,after-conv13-msr
322,74,0.8604651162790697,ident,after-conv13-msr
323,74,0.8604651162790697,ident,after-conv13-msr
324,74,0.8604651162790697,ident,after-conv13-msr
325,74,0.8604651162790697,ident,after-conv13-msr
326,74,0.8604651162790697,ident,after-conv13-msr
327,74,0.8604651162790697,ident,after-conv13-msr
328,74,0.8604651162790697,ident,after-conv13-msr
329,74,0.8604651162790697,ident,after-conv13-msr
330,74,0.8604651162790697,ident,after-conv13-msr
331,74,0.8604651162790697,ident,after-conv13-msr
332,74,0.8604651162790697,ident,after-conv13-msr
333,74,0.8604651162790697,ident,after-conv13-msr
334,74,0.8604651162790697,ident,after-conv13-msr
335,74,0.8604651162790697,ident,after-conv13-msr
336,74,0.8604651162790697,ident,after-conv13-msr
337,74,0.8604651162790697,ident,after-conv13-msr
338,74,0.8604651162790697,ident,after-conv13-msr
339,75,0.872093023255814,ident,after-conv13-msr
340,75,0.872093023255814,ident,after-conv13-msr
341,75,0.872093023255814,ident,after-conv13-msr
342,75,0.872093023255814,ident,after-conv13-msr
343,75,0.872093023255814,ident,after-conv13-msr
344,75,0.872093023255814,ident,after-conv13-msr
345,75,0.872093023255814,ident,after-conv13-msr
